card0,34.0,34.0,39.0,(550Mhz),0,(350Mhz),0,(930Mhz),1,(309Mhz),0,0 (8.0GT/s x4),16.0
card0,34.0,34.0,39.0,(550Mhz),0,(350Mhz),0,(930Mhz),1,(309Mhz),0,0 (8.0GT/s x4),15.0
card0,33.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),16.0
card0,34.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),17.0
card0,33.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),17.0
card0,33.0,35.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),18.0
card0,34.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),18.0
card0,34.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),18.0
card0,34.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),18.0
card0,34.0,35.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),19.0
card0,34.0,35.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),20.0
card0,34.0,35.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),18.0
card0,34.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),17.0
card0,33.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),17.0
card0,33.0,35.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),20.0
card0,33.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),18.0
card0,33.0,35.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),17.0
card0,34.0,34.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),19.0
card0,33.0,34.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),20.0
card0,34.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),18.0
card0,34.0,35.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),20.0
card0,33.0,34.0,39.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),17.0
card0,34.0,34.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),17.0
card0,34.0,35.0,38.0,(550Mhz),0,(350Mhz),0,(925Mhz),0,(309Mhz),0,0 (8.0GT/s x4),17.0
card0,33.0,35.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),19.0
card0,33.0,35.0,38.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),19.0
card0,34.0,35.0,40.0,(1080Mhz),6,(800Mhz),1,(925Mhz),0,(850Mhz),6,0 (8.0GT/s x4),19.0
